,StudentID,Status,Class_Of,Gender,Birthdate,Course_Title,Class_Name,TeacherID,S1_Grade,S1_Avg,S1_GPA,S2_Grade,S2_Avg,S2_GPA,Year
1815,10622,Graduate,2021,Male,03/26/2003,World History,WR HIS,93,A-,91.0,3.7,A,95.7,4.0,2018-2019
1816,10188,Graduate,2019,Female,07/16/2000,Civics,SR SS,93,,,,B,85.7,3.0,2018-2019
1817,10188,Graduate,2019,Female,07/16/2000,U. S. Government,US GVT,93,C+,78.2,2.3,,,,2018-2019
1818,10106,Graduate,2019,Male,07/11/2001,Civics,SR SS,93,,,,B,85.8,3.0,2018-2019
1819,10106,Graduate,2019,Male,07/11/2001,U. S. Government,US GVT,93,A-,91.1,3.7,,,,2018-2019
1820,10144,Graduate,2019,Female,08/10/2001,U. S. Government,US GVT,93,A,99.6,4.0,,,,2018-2019
1821,10535,Graduate,2019,Male,06/19/1999,U. S. Government,US GVT,93,B+,89.4,3.3,,,,2018-2019
1822,10764,Withdrawn,2022,Female,07/14/2003,Spanish I,SPAN l,90,A,98.57,4.0,A,97.93,4.0,2018-2019
1823,10767,Withdrawn,2022,Female,08/02/2004,Spanish I,SPAN l,90,A,98.65,4.0,A-,92.08,3.7,2018-2019
1824,10821,Withdrawn,2022,Male,11/24/2003,Spanish I,SPAN l,90,A,93.69,4.0,A-,91.96,3.7,2018-2019
1825,10603,Graduate,2021,Male,07/02/2002,Bible II,BIB ll,90,A,93.85,4.0,A,93.08,4.0,2018-2019
1826,10604,Graduate,2021,Male,01/29/2003,Bible II,BIB ll,90,C-,70.18,1.7,B+,89.21,3.3,2018-2019
1827,10888,Graduate,2022,Female,06/10/2004,Spanish I,SPAN l,90,A,99.11,4.0,A,99.5,4.0,2018-2019
1828,10181,Graduate,2019,Male,04/04/2001,Bible IV,BIB lV,90,B-,80.85,2.7,C-,72.68,1.7,2018-2019
1829,10605,Withdrawn,2021,Female,08/09/2002,Bible II,BIB ll,90,C,76.52,2.0,B+,88.43,3.3,2018-2019
1830,10760,Withdrawn,2022,Male,06/25/2004,Spanish I,SPAN l,90,A,97.26,4.0,A,94.79,4.0,2018-2019
1831,10426,Graduate,2020,Female,11/07/2001,Bible III,BIB lll,90,A,99.74,4.0,A,97.41,4.0,2018-2019
1832,10426,Graduate,2020,Female,11/07/2001,Spanish I,SPAN l,90,A,98.57,4.0,A,95.91,4.0,2018-2019
1833,10606,Graduate,2019,Male,04/04/2001,Bible IV,BIB lV,90,B-,81.99,2.7,B,85.96,3.0,2018-2019
1834,10146,Graduate,2019,Male,12/19/1999,Bible IV,BIB lV,90,B+,88.92,3.3,B+,89.76,3.3,2018-2019
1835,10662,Withdrawn,2021,Female,02/09/2003,Bible II,BIB ll,90,B-,81.35,2.7,B-,82.68,2.7,2018-2019
1836,10420,Graduate,2020,Female,01/30/2002,Bible III,BIB lll,90,A,98.64,4.0,A,99.35,4.0,2018-2019
1837,10607,Graduate,2021,Male,07/03/2002,Bible II,BIB ll,90,A,98.31,4.0,A,99.54,4.0,2018-2019
1838,10607,Graduate,2021,Male,07/03/2002,Spanish I,SPAN l,90,A,99.29,4.0,A,97.6,4.0,2018-2019
1839,10608,Graduate,2021,Female,02/28/2003,Bible II,BIB ll,90,A-,92.61,3.7,A,97.78,4.0,2018-2019
1840,10448,Graduate,2020,Male,04/20/2002,Bible III,BIB lll,90,A,99.34,4.0,A,98.26,4.0,2018-2019
1841,10182,Graduate,2019,Male,02/14/2001,Bible IV,BIB lV,90,A,95.18,4.0,A-,92.78,3.7,2018-2019
1842,10779,Graduate,2022,Female,12/18/2003,Spanish I,SPAN l,90,A,98.27,4.0,A,96.49,4.0,2018-2019
1843,10531,Graduate,2020,Male,09/14/2000,Bible III,BIB lll,90,B,85.49,3.0,C,75.74,2.0,2018-2019
1844,10609,Graduate,2021,Female,10/22/2002,Bible II,BIB ll,90,A,95.28,4.0,A-,92.76,3.7,2018-2019
1845,10609,Graduate,2021,Female,10/22/2002,Spanish I,SPAN l,90,A,94.68,4.0,A-,92.01,3.7,2018-2019
1846,10429,Graduate,2020,Female,07/31/2002,Bible III,BIB lll,90,B-,82.97,2.7,B+,89.13,3.3,2018-2019
1847,10610,Graduate,2021,Male,09/03/2002,Bible II,BIB ll,90,D,63.08,1.0,C+,78.56,2.3,2018-2019
1848,10183,Graduate,2019,Male,07/15/2001,Bible IV,BIB lV,90,C-,72.21,1.7,C,74.07,2.0,2018-2019
1849,10629,Graduate,2021,Female,09/19/2002,Bible II,BIB ll,90,A-,90.08,3.7,A-,90.91,3.7,2018-2019
1850,10629,Graduate,2021,Female,09/19/2002,Spanish I,SPAN l,90,A,95.54,4.0,A-,90.88,3.7,2018-2019
1851,10840,Withdrawn,2022,Female,06/12/2004,Spanish I,SPAN l,90,A,98.08,4.0,A,98.62,4.0,2018-2019
1852,10630,Withdrawn,2021,Female,09/18/2003,Bible II,BIB ll,90,A,99.03,4.0,A,98.8,4.0,2018-2019
1853,10127,Graduate,2019,Female,07/26/2001,Bible IV,BIB lV,90,A,99.24,4.0,A,96.49,4.0,2018-2019
1854,10626,Graduate,2021,Male,05/03/2003,Bible II,BIB ll,90,C+,79.67,2.3,C+,79.04,2.3,2018-2019
1855,10120,Graduate,2019,Female,11/20/2000,Bible IV,BIB lV,90,A,98.04,4.0,A,96.29,4.0,2018-2019
1856,10667,Withdrawn,2021,Male,02/20/2003,Bible II,BIB ll,90,D,61.61,1.0,D,60.02,1.0,2018-2019
1857,10493,Graduate,2020,Female,08/02/2002,Bible III,BIB lll,90,A-,91.09,3.7,A,94.23,4.0,2018-2019
1858,10850,Graduate,2022,Female,08/24/2004,Spanish I,SPAN l,90,A,99.36,4.0,A,97.46,4.0,2018-2019
1859,10520,Graduate,2020,Male,05/18/2002,Bible III,BIB lll,90,,,,C+,77.45,2.3,2018-2019
1860,10611,Graduate,2021,Female,10/09/2002,Bible II,BIB ll,90,B+,88.24,3.3,A,96.57,4.0,2018-2019
1861,10836,Graduate,2022,Male,01/15/2003,Spanish I,SPAN l,90,B-,81.82,2.7,C-,72.91,1.7,2018-2019
1862,10742,Graduate,2022,Male,12/05/2003,Spanish I,SPAN l,90,A,93.74,4.0,A-,90.29,3.7,2018-2019
1863,10612,Graduate,2019,Male,12/05/2000,Bible IV,BIB lV,90,A,94.63,4.0,A,95.53,4.0,2018-2019
1864,10451,Graduate,2020,Male,08/26/2002,Bible III,BIB lll,90,D,66.39,1.0,C-,72.28,1.7,2018-2019
1865,10792,Graduate,2020,Female,01/31/2002,Bible III,BIB lll,90,A,97.07,4.0,A,96.74,4.0,2018-2019
1866,10419,Graduate,2020,Male,03/28/2002,Bible III,BIB lll,90,A,96.94,4.0,A,97.85,4.0,2018-2019
1867,10914,Graduate,2020,Male,03/27/2002,Bible III,BIB lll,90,D,65.9,1.0,B+,87.12,3.3,2018-2019
1868,10164,Graduate,2019,Female,03/05/2001,Bible IV,BIB lV,90,A,93.51,4.0,A,93.96,4.0,2018-2019
1869,10184,Graduate,2019,Female,10/20/2000,Bible IV,BIB lV,90,A,95.93,4.0,A-,91.67,3.7,2018-2019
1870,10438,Graduate,2019,Female,01/23/2001,Bible IV,BIB lV,90,C-,72.79,1.7,B-,80.36,2.7,2018-2019
1871,10694,Graduate,2019,Male,05/17/2001,Bible IV,BIB lV,90,A,97.51,4.0,B+,88.81,3.3,2018-2019
1872,10750,Graduate,2022,Female,11/01/2003,Spanish I,SPAN l,90,A,98.23,4.0,A,98.4,4.0,2018-2019
1873,10745,Graduate,2022,Female,09/06/2003,Spanish I,SPAN l,90,A,99.61,4.0,A,98.54,4.0,2018-2019
1874,10186,Graduate,2019,Female,08/04/2000,Bible IV,BIB lV,90,B+,89.52,3.3,A-,92.2,3.7,2018-2019
1875,10793,Graduate,2022,Male,03/02/2003,Spanish I,SPAN l,90,A,97.29,4.0,A,94.82,4.0,2018-2019
1876,10903,Graduate,2021,Female,05/28/2003,Bible II,BIB ll,90,C,74.24,2.0,C+,77.01,2.3,2018-2019
1877,10903,Graduate,2021,Female,05/28/2003,Spanish I,SPAN l,90,A,95.79,4.0,C+,78.37,2.3,2018-2019
1878,10663,Withdrawn,2021,Female,03/24/2003,Bible II,BIB ll,90,B,85.13,3.0,A-,91.19,3.7,2018-2019
1879,10663,Withdrawn,2021,Female,03/24/2003,Spanish I,SPAN l,90,A-,91.36,3.7,B+,88.11,3.3,2018-2019
1880,10613,Graduate,2021,Female,01/12/2004,Bible II,BIB ll,90,A-,92.88,3.7,A,95.46,4.0,2018-2019
1881,10442,Graduate,2020,Male,11/06/2001,Bible III,BIB lll,90,C-,72.69,1.7,D+,67.02,1.3,2018-2019
1882,10454,Graduate,2020,Male,03/05/2002,Bible III,BIB lll,90,B+,89.56,3.3,A-,91.83,3.7,2018-2019
1883,10614,Withdrawn,2021,Female,07/12/2002,Bible II,BIB ll,90,D,61.47,1.0,F,53.34,0.0,2018-2019
1884,10614,Withdrawn,2021,Female,07/12/2002,Spanish I,SPAN l,90,B,83.66,3.0,A-,90.15,3.7,2018-2019
1885,10799,Graduate,2022,Female,02/25/2004,Spanish I,SPAN l,90,A,99.63,4.0,A,97.89,4.0,2018-2019
1886,10806,Graduate,2022,Female,09/28/2003,Spanish I,SPAN l,90,A,99.46,4.0,A,98.66,4.0,2018-2019
1887,10185,Graduate,2019,Female,11/09/2000,Bible IV,BIB lV,90,A,98.46,4.0,A,96.21,4.0,2018-2019
1888,10810,Withdrawn,2022,Female,03/02/2005,Spanish I,SPAN l,90,A,99.9,4.0,A,99.44,4.0,2018-2019
1889,10193,Graduate,2019,Male,09/08/2000,Bible IV,BIB lV,90,A-,91.68,3.7,A-,90.29,3.7,2018-2019
1890,10617,Graduate,2020,Female,02/06/2004,Bible III,BIB lll,90,A,99.01,4.0,A,96.38,4.0,2018-2019
1891,10867,Graduate,2022,Female,08/17/2003,Spanish I,SPAN l,90,B+,89.99,3.3,B,85.0,3.0,2018-2019
1892,10704,Graduate,2020,Female,02/08/2002,Bible III,BIB lll,90,A-,91.67,3.7,B+,87.83,3.3,2018-2019
1893,10656,Graduate,2021,Female,06/04/2003,Bible II,BIB ll,90,A-,92.06,3.7,C,76.44,2.0,2018-2019
1894,10671,Withdrawn,2021,Male,10/11/2002,Bible II,BIB ll,90,C,73.37,2.0,D+,67.31,1.3,2018-2019
1895,10671,Withdrawn,2021,Male,10/11/2002,Spanish I,SPAN l,90,A-,91.86,3.7,C+,78.74,2.3,2018-2019
1896,10445,Graduate,2020,Female,11/10/2001,Bible III,BIB lll,90,A-,91.71,3.7,A,93.47,4.0,2018-2019
1897,10619,Graduate,2021,Male,02/06/2003,Bible II,BIB ll,90,B+,87.08,3.3,B,84.67,3.0,2018-2019
1898,10618,Graduate,2021,Male,03/14/2003,Bible II,BIB ll,90,C+,77.07,2.3,D,64.88,1.0,2018-2019
1899,10618,Graduate,2021,Male,03/14/2003,Spanish I,SPAN l,90,A-,92.54,3.7,A-,90.29,3.7,2018-2019
1900,10869,Withdrawn,2022,Male,07/17/2003,Spanish I,SPAN l,90,A,99.36,4.0,A,98.67,4.0,2018-2019
1901,10133,Graduate,2019,Male,05/01/2000,Bible IV,BIB lV,90,B+,89.4,3.3,A-,90.43,3.7,2018-2019
1902,10781,Graduate,2022,Female,08/24/2003,Spanish I,SPAN l,90,A,99.21,4.0,A,97.18,4.0,2018-2019
1903,10839,Withdrawn,2022,Female,04/14/2004,Spanish I,SPAN l,90,A,97.07,4.0,B+,87.33,3.3,2018-2019
1904,10620,Graduate,2021,Female,09/06/2002,Bible II,BIB ll,90,A,93.71,4.0,A,96.99,4.0,2018-2019
1905,10620,Graduate,2021,Female,09/06/2002,Spanish I,SPAN l,90,A,97.68,4.0,A,96.09,4.0,2018-2019
1906,10621,Graduate,2021,Male,03/19/2003,Bible II,BIB ll,90,A-,90.38,3.7,A,95.44,4.0,2018-2019
1907,10458,Graduate,2019,Female,02/19/2002,Bible III,BIB lll,90,A,99.85,4.0,A,100.0,4.0,2018-2019
1908,10528,Graduate,2020,Female,09/04/2001,Bible III,BIB lll,90,A,93.61,4.0,A-,91.54,3.7,2018-2019
1909,10200,Graduate,2019,Female,12/31/2000,Bible IV,BIB lV,90,B-,81.91,2.7,D,66.66,1.0,2018-2019
1910,10622,Graduate,2021,Male,03/26/2003,Bible II,BIB ll,90,A,93.61,4.0,A,93.34,4.0,2018-2019
1911,10461,Graduate,2020,Female,05/21/2002,Bible III,BIB lll,90,A,96.85,4.0,A-,91.85,3.7,2018-2019
1912,10814,Graduate,2022,Female,08/31/2003,Spanish I,SPAN l,90,A,97.82,4.0,A-,92.93,3.7,2018-2019
1913,10188,Graduate,2019,Female,07/16/2000,Bible IV,BIB lV,90,C+,78.96,2.3,C,76.4,2.0,2018-2019
1914,10763,Graduate,2022,Female,04/05/2004,Spanish I,SPAN l,90,A,94.79,4.0,A,97.08,4.0,2018-2019
1915,10106,Graduate,2019,Male,07/11/2001,Bible IV,BIB lV,90,B-,82.1,2.7,B,85.35,3.0,2018-2019
1916,10906,Withdrawn,2022,Male,02/26/2004,Spanish I,SPAN l,90,A,94.21,4.0,A,93.72,4.0,2018-2019
1917,10144,Graduate,2019,Female,08/10/2001,Bible IV,BIB lV,90,A,97.37,4.0,A,97.02,4.0,2018-2019
1918,10761,Withdrawn,2022,Male,06/04/2004,Spanish I,SPAN l,90,A,96.46,4.0,A-,91.1,3.7,2018-2019
1919,10689,Graduate,2020,Female,02/16/2001,Bible III,BIB lll,90,A,97.24,4.0,A,99.94,4.0,2018-2019
1920,10877,Withdrawn,2021,Male,09/17/2003,Bible II,BIB ll,90,B,86.54,3.0,B-,82.2,2.7,2018-2019
1921,10182,Graduate,2019,Male,02/14/2001,Personal Finance,PER FIN,39,,,,A,98.33,4.0,2018-2019
1922,10612,Graduate,2019,Male,12/05/2000,Personal Finance,PER FIN,39,,,,A,98.8,4.0,2018-2019
1923,10186,Graduate,2019,Female,08/04/2000,Personal Finance,PER FIN,39,,,,A,95.58,4.0,2018-2019
1924,10454,Graduate,2020,Male,03/05/2002,Personal Finance,PER FIN,39,A,94.8,4.0,,,,2018-2019
1925,10185,Graduate,2019,Female,11/09/2000,Personal Finance,PER FIN,39,A,99.8,4.0,,,,2018-2019
1926,10193,Graduate,2019,Male,09/08/2000,Personal Finance,PER FIN,39,,,,A,93.04,4.0,2018-2019
1927,10133,Graduate,2019,Male,05/01/2000,Personal Finance,PER FIN,39,A,98.0,4.0,,,,2018-2019
1928,10458,Graduate,2019,Female,02/19/2002,Personal Finance,PER FIN,39,A,100.0,4.0,,,,2018-2019
1929,10200,Graduate,2019,Female,12/31/2000,Personal Finance,PER FIN,39,,,,C,77.21,2.0,2018-2019
1930,10603,Graduate,2021,Male,07/02/2002,Biology,BIO,44,C-,68.09,1.7,C+,77.51,2.3,2018-2019
1931,10604,Graduate,2021,Male,01/29/2003,Biology,BIO,44,C-,66.03,1.7,D,51.28,1.0,2018-2019
1932,10605,Withdrawn,2021,Female,08/09/2002,Biology,BIO,44,C+,78.0,2.3,D,55.83,1.0,2018-2019
1933,10426,Graduate,2020,Female,11/07/2001,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1934,10606,Graduate,2019,Male,04/04/2001,Climbing,CLIMBING,44,,,,A-,92.3,3.7,2018-2019
1935,10146,Graduate,2019,Male,12/19/1999,Anatomy and Physiology,A & P,44,C+,78.34,2.3,B,86.23,3.0,2018-2019
1936,10662,Withdrawn,2021,Female,02/09/2003,Biology,BIO,44,C,70.12,2.0,C-,67.7,1.7,2018-2019
1937,10420,Graduate,2020,Female,01/30/2002,Chemistry,CHEM,44,A,93.3,4.0,A,94.0,4.0,2018-2019
1938,10420,Graduate,2020,Female,01/30/2002,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1939,10607,Graduate,2021,Male,07/03/2002,Biology,BIO,44,A,96.0,4.0,A,93.49,4.0,2018-2019
1940,10608,Graduate,2021,Female,02/28/2003,Biology,BIO,44,D+,60.96,1.3,C,74.71,2.0,2018-2019
1941,10448,Graduate,2020,Male,04/20/2002,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1942,10182,Graduate,2019,Male,02/14/2001,Chemistry,CHEM,44,B-,82.0,2.7,B,84.2,3.0,2018-2019
1943,10182,Graduate,2019,Male,02/14/2001,Climbing,CLIMBING,44,,,,A,95.1,4.0,2018-2019
1944,10531,Graduate,2020,Male,09/14/2000,Climbing,CLIMBING,44,,,,B,83.1,3.0,2018-2019
1945,10610,Graduate,2021,Male,09/03/2002,Biology,BIO,44,C-,72.0,1.7,D,50.28,1.0,2018-2019
1946,10183,Graduate,2019,Male,07/15/2001,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1947,10629,Graduate,2021,Female,09/19/2002,Biology,BIO,44,D,54.19,1.0,C-,65.76,1.7,2018-2019
1948,10630,Withdrawn,2021,Female,09/18/2003,Biology,BIO,44,A,96.0,4.0,A,97.29,4.0,2018-2019
1949,10626,Graduate,2021,Male,05/03/2003,Biology,BIO,44,C,70.81,2.0,C-,67.11,1.7,2018-2019
1950,10611,Graduate,2021,Female,10/09/2002,Biology,BIO,44,D+,62.15,1.3,C,70.58,2.0,2018-2019
1951,10612,Graduate,2019,Male,12/05/2000,Anatomy and Physiology,A & P,44,B,84.85,3.0,A-,92.25,3.7,2018-2019
1952,10612,Graduate,2019,Male,12/05/2000,Climbing,CLIMBING,44,,,,A,94.8,4.0,2018-2019
1953,10419,Graduate,2020,Male,03/28/2002,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1954,10914,Graduate,2020,Male,03/27/2002,Chemistry,CHEM,44,C,75.0,2.0,,,,2018-2019
1955,10164,Graduate,2019,Female,03/05/2001,Climbing,CLIMBING,44,,,,A,93.1,4.0,2018-2019
1956,10184,Graduate,2019,Female,10/20/2000,Anatomy and Physiology,A & P,44,B,87.39,3.0,B,83.83,3.0,2018-2019
1957,10184,Graduate,2019,Female,10/20/2000,Climbing,CLIMBING,44,,,,A-,90.7,3.7,2018-2019
1958,10186,Graduate,2019,Female,08/04/2000,Anatomy and Physiology,A & P,44,A-,92.42,3.7,A-,90.12,3.7,2018-2019
1959,10186,Graduate,2019,Female,08/04/2000,Climbing,CLIMBING,44,,,,A-,91.1,3.7,2018-2019
1960,10663,Withdrawn,2021,Female,03/24/2003,Biology,BIO,44,D+,61.16,1.3,D,58.19,1.0,2018-2019
1961,10613,Graduate,2021,Female,01/12/2004,Biology,BIO,44,C+,79.93,2.3,C,70.17,2.0,2018-2019
1962,10614,Withdrawn,2021,Female,07/12/2002,Biology,BIO,44,F,25.0,0.0,F,25.0,0.0,2018-2019
1963,10806,Graduate,2022,Female,09/28/2003,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1964,10185,Graduate,2019,Female,11/09/2000,Anatomy and Physiology,A & P,44,A,94.42,4.0,A,95.23,4.0,2018-2019
1965,10185,Graduate,2019,Female,11/09/2000,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1966,10193,Graduate,2019,Male,09/08/2000,Anatomy and Physiology,A & P,44,B-,81.55,2.7,B-,81.69,2.7,2018-2019
1967,10193,Graduate,2019,Male,09/08/2000,Climbing,CLIMBING,44,,,,B-,81.3,2.7,2018-2019
1968,10617,Graduate,2020,Female,02/06/2004,Anatomy and Physiology,A & P,44,A-,92.61,3.7,A,95.96,4.0,2018-2019
1969,10617,Graduate,2020,Female,02/06/2004,Climbing,CLIMBING,44,,,,A,94.0,4.0,2018-2019
1970,10704,Graduate,2020,Female,02/08/2002,Climbing,CLIMBING,44,,,,A,93.0,4.0,2018-2019
1971,10656,Graduate,2021,Female,06/04/2003,Biology,BIO,44,B+,88.01,3.3,B,84.03,3.0,2018-2019
1972,10671,Withdrawn,2021,Male,10/11/2002,Biology,BIO,44,F,25.0,0.0,F,25.0,0.0,2018-2019
1973,10619,Graduate,2021,Male,02/06/2003,Biology,BIO,44,D+,60.89,1.3,C-,65.11,1.7,2018-2019
1974,10618,Graduate,2021,Male,03/14/2003,Biology,BIO,44,D,58.89,1.0,D,53.25,1.0,2018-2019
1975,10869,Withdrawn,2022,Male,07/17/2003,Biology,BIO,44,A,96.74,4.0,A,94.35,4.0,2018-2019
1976,10133,Graduate,2019,Male,05/01/2000,Anatomy and Physiology,A & P,44,B,83.71,3.0,B,86.61,3.0,2018-2019
1977,10133,Graduate,2019,Male,05/01/2000,Climbing,CLIMBING,44,,,,A,100.0,4.0,2018-2019
1978,10620,Graduate,2021,Female,09/06/2002,Biology,BIO,44,B-,82.23,2.7,C,75.39,2.0,2018-2019
1979,10621,Graduate,2021,Male,03/19/2003,Biology,BIO,44,B,85.38,3.0,B,83.89,3.0,2018-2019
1980,10458,Graduate,2019,Female,02/19/2002,Anatomy and Physiology,A & P,44,A,97.37,4.0,A,97.92,4.0,2018-2019
1981,10458,Graduate,2019,Female,02/19/2002,Climbing,CLIMBING,44,,,,A,99.1,4.0,2018-2019
1982,10622,Graduate,2021,Male,03/26/2003,Biology,BIO,44,B,84.46,3.0,B-,82.03,2.7,2018-2019
1983,10188,Graduate,2019,Female,07/16/2000,Anatomy and Physiology,A & P,44,C-,72.82,1.7,C-,70.07,1.7,2018-2019
1984,10106,Graduate,2019,Male,07/11/2001,Anatomy and Physiology,A & P,44,C+,78.85,2.3,B,83.06,3.0,2018-2019
1985,10144,Graduate,2019,Female,08/10/2001,Anatomy and Physiology,A & P,44,A,93.61,4.0,A,94.73,4.0,2018-2019
1986,10877,Withdrawn,2021,Male,09/17/2003,Biology,BIO,44,C-,66.06,1.7,D,54.64,1.0,2018-2019
1987,10605,Withdrawn,2021,Female,08/09/2002,Algebra II,ALG ll,12,C,74.61,2.0,,,,2018-2019
1988,10426,Graduate,2020,Female,11/07/2001,Algebra II,ALG ll,12,A,93.09,4.0,A,95.74,4.0,2018-2019
1989,10606,Graduate,2019,Male,04/04/2001,Physics,PHYSICS,12,C+,78.0,2.3,C,75.69,2.0,2018-2019
1990,10420,Graduate,2020,Female,01/30/2002,Algebra II,ALG ll,12,A,94.78,4.0,A,94.61,4.0,2018-2019
1991,10607,Graduate,2021,Male,07/03/2002,Algebra II,ALG ll,12,A,97.14,4.0,A,98.64,4.0,2018-2019
1992,10448,Graduate,2020,Male,04/20/2002,AP Calculus,AP CALCULUS,12,A,94.84,5.0,A,96.71,5.0,2018-2019
1993,10182,Graduate,2019,Male,02/14/2001,AP Calculus,AP CALCULUS,12,B,84.25,4.0,B,83.1,4.0,2018-2019
1994,10183,Graduate,2019,Male,07/15/2001,Algebra II,ALG ll,12,D,60.0,1.0,D,65.0,1.0,2018-2019
1995,10183,Graduate,2019,Male,07/15/2001,Physics,PHYSICS,12,D,60.0,1.0,C-,71.64,1.7,2018-2019
1996,10630,Withdrawn,2021,Female,09/18/2003,Algebra II,ALG ll,12,A,98.72,4.0,A,101.48,4.0,2018-2019
1997,10630,Withdrawn,2021,Female,09/18/2003,Physics,PHYSICS,12,A,96.91,4.0,A,100.46,4.0,2018-2019
1998,10493,Graduate,2020,Female,08/02/2002,Algebra II,ALG ll,12,B-,81.18,2.7,D+,68.46,1.3,2018-2019
1999,10520,Graduate,2020,Male,05/18/2002,Algebra II,ALG ll,12,,,,D,65.62,1.0,2018-2019
2000,10451,Graduate,2020,Male,08/26/2002,Algebra II,ALG ll,12,D,64.77,1.0,D+,67.52,1.3,2018-2019
2001,10792,Graduate,2020,Female,01/31/2002,Algebra II,ALG ll,12,C+,78.25,2.3,B+,87.98,3.3,2018-2019
2002,10419,Graduate,2020,Male,03/28/2002,Pre-Calculus,PRECAL,12,A-,91.06,3.7,A,93.52,4.0,2018-2019
2003,10914,Graduate,2020,Male,03/27/2002,Pre-Calculus,PRECAL,12,A-,90.11,3.7,B,84.41,3.0,2018-2019
2004,10164,Graduate,2019,Female,03/05/2001,Physics,PHYSICS,12,B-,82.0,2.7,A,94.36,4.0,2018-2019
2005,10454,Graduate,2020,Male,03/05/2002,Algebra II,ALG ll,12,A,93.17,4.0,B+,88.2,3.3,2018-2019
2006,10656,Graduate,2021,Female,06/04/2003,Algebra II,ALG ll,12,A,96.16,4.0,A-,92.23,3.7,2018-2019
2007,10445,Graduate,2020,Female,11/10/2001,Algebra II,ALG ll,12,B-,80.93,2.7,D,65.46,1.0,2018-2019
2008,10619,Graduate,2021,Male,02/06/2003,Algebra II,ALG ll,12,C+,78.98,2.3,B,83.59,3.0,2018-2019
2009,10618,Graduate,2021,Male,03/14/2003,Algebra II,ALG ll,12,C+,77.09,2.3,B+,87.15,3.3,2018-2019
2010,10869,Withdrawn,2022,Male,07/17/2003,Algebra II,ALG ll,12,A,99.61,4.0,A,98.98,4.0,2018-2019
2011,10621,Graduate,2021,Male,03/19/2003,Algebra II,ALG ll,12,B+,88.89,3.3,A,95.27,4.0,2018-2019
2012,10622,Graduate,2021,Male,03/26/2003,Algebra II,ALG ll,12,A-,91.5,3.7,B+,87.14,3.3,2018-2019
2013,10461,Graduate,2020,Female,05/21/2002,Algebra II,ALG ll,12,B-,80.48,2.7,C+,78.05,2.3,2018-2019
2014,10689,Graduate,2020,Female,02/16/2001,Algebra II,ALG ll,12,A,96.43,4.0,A,101.05,4.0,2018-2019
2015,10535,Graduate,2019,Male,06/19/1999,Physics,PHYSICS,12,D,62.05,1.0,,,,2018-2019
2016,10833,Withdrawn,2022,Male,08/08/2004,Geometry,GEOM,82,A,97.07,4.0,A,97.6,4.0,2018-2019
2017,10861,Withdrawn,2022,Female,03/27/2004,Algebra I,ALG l,82,D,61.2,1.0,,,,2018-2019
2018,10764,Withdrawn,2022,Female,07/14/2003,Algebra I,ALG l,82,A,92.0,4.0,B+,89.4,3.3,2018-2019
2019,10767,Withdrawn,2022,Female,08/02/2004,Algebra I,ALG l,82,A-,90.0,3.7,C+,78.0,2.3,2018-2019
2020,10821,Withdrawn,2022,Male,11/24/2003,Algebra I,ALG l,82,B+,88.1,3.3,B-,80.0,2.7,2018-2019
2021,10603,Graduate,2021,Male,07/02/2002,Geometry,GEOM,82,B,86.3,3.0,B,83.0,3.0,2018-2019
2022,10604,Graduate,2021,Male,01/29/2003,Geometry,GEOM,82,C-,71.4,1.7,D,61.9,1.0,2018-2019
2023,10888,Graduate,2022,Female,06/10/2004,Geometry,GEOM,82,A-,90.46,3.7,B,86.3,3.0,2018-2019
2024,10181,Graduate,2019,Male,04/04/2001,AP Human Geography,AP HUM G,82,D,62.5,1.0,F,56.7,0.0,2018-2019
2025,10760,Withdrawn,2022,Male,06/25/2004,Geometry,GEOM,82,B+,89.09,3.3,A-,90.0,3.7,2018-2019
2026,10426,Graduate,2020,Female,11/07/2001,U. S. History,US HIS,82,A,95.43,4.0,A-,90.2,3.7,2018-2019
2027,10898,Withdrawn,2022,Male,02/04/2000,Algebra I,ALG l,82,F,37.0,0.0,F,15.7,0.0,2018-2019
2028,10606,Graduate,2019,Male,04/04/2001,AP Human Geography,AP HUM G,82,B,87.7,4.0,B,87.2,4.0,2018-2019
2029,10662,Withdrawn,2021,Female,02/09/2003,Geometry,GEOM,82,A,93.3,4.0,A,93.8,4.0,2018-2019
2030,10420,Graduate,2020,Female,01/30/2002,U. S. History,US HIS,82,A,99.27,4.0,A,96.1,4.0,2018-2019
2031,10608,Graduate,2021,Female,02/28/2003,Geometry,GEOM,82,B,85.5,3.0,A-,90.5,3.7,2018-2019
2032,10776,Graduate,2022,Female,01/29/2004,Algebra I,ALG l,82,B-,80.3,2.7,C,76.6,2.0,2018-2019
2033,10830,Graduate,2022,Male,09/01/2003,Geometry,GEOM,82,B,82.87,3.0,B,82.4,3.0,2018-2019
